lodindex,lodcolumn,chr,pos,lod,ci_lo,ci_hi
63,AFFX.Athal.Ubq_3_f_at,2,42.433,3.95312631977981,37.597,44.566
64,AFFX.Athal.Ubq_5_f_at,2,14.39,3.6042350666879,5.517,34.337
64,AFFX.Athal.Ubq_5_f_at,4,12.297,40.30484637571,11.917,14.691
65,AFFX.Athal.Ubq_M_f_at,2,40.598,3.02345409942146,8.794,48.567
66,X267625_at,1,32.799,2.70188934671902,27.495,43.994
66,X267625_at,2,41.658,5.17456375446892,28.593,42.57
66,X267625_at,3,8.479,2.63749807336454,0,17.834
70,X267629_at,2,40.598,10.2246617321921,37.597,46.038
70,X267629_at,4,57.737,5.89775397156834,54.093,60.902
70,X267629_at,5,85.793,3.0649499775291,82.96,89.457
71,X267630_at,2,61.073,10.4798755522117,56.62,61.988
71,X267630_at,4,5.126,2.35219842671864,0,71.721
71,X267630_at,5,70.305,3.05419601351813,13.716,85.091
72,X267631_at,2,50.278,2.86220235795417,28.593,54.103
73,X267632_at,5,23.498,2.12762439540254,14.841,85.091
76,X267635_at,2,14.39,12.8115856083747,11.041,18.762
76,X267635_at,5,62.148,5.86239527358939,46.007,72.435
77,X267636_at,1,19.64,2.05961518066331,1.992,37.817
77,X267636_at,2,61.073,11.3083953706401,54.196,62.876
78,X267637_at,2,41.658,3.50600144542076,31.909,46.038
78,X267637_at,5,66.47,2.5651646387274,23.498,82.369
79,X267638_at,2,41.658,3.67005262260828,31.909,58.584
80,X267639_at,2,61.073,2.58416087640846,37.597,68.792
80,X267639_at,4,31.087,2.28411528718473,0,45.02
81,X267640_at,2,44.566,9.36861274467446,41.168,46.038
82,X267641_at,2,50.278,5.35989323120018,48.567,56.756
83,X267642_at,2,44.566,3.69878252445778,40.923,50.061
85,X267644_s_at,1,92.698,2.05996871384809,81.621,102.488
85,X267644_s_at,2,51.863,3.33886052351754,48.567,54.196
85,X267644_s_at,3,70.322,2.44802367162362,6.634,77.554
85,X267644_s_at,4,1.503,2.00815449428979,0,77.075
86,X267645_at,4,52.563,3.81890608737919,25.229,67.175
86,X267645_at,5,33.583,3.40236533322154,29.107,42.18
87,X267646_at,1,31.996,2.97494026479935,0.122,41.478
87,X267646_at,2,51.863,20.5024434587982,49.108,54.103
87,X267646_at,5,49.502,3.50016822103476,43.61,78.915
88,X267593_at,2,2.508,2.70368594984068,0,10.576
90,X267595_at,2,14.39,3.11317456961415,11.041,18.762
90,X267595_at,3,68.764,2.71135524684265,0,75.455
90,X267595_at,5,82.369,4.78194560111412,70.458,95.251
91,X267596_s_at,2,41.658,8.19505135391364,35.822,43.457
92,X267597_at,2,50.061,10.1421001942016,43.457,51.863
93,X267598_at,1,17.663,2.51222127848426,6.883,31.996
96,X267601_at,5,77.557,2.00918216893434,73.503,97.796
97,X267602_at,1,85.833,2.50499484341998,0,102.488
97,X267602_at,2,46.593,3.57586150363684,42.716,50.193
97,X267602_at,5,66.22,2.40744385786346,42.18,89.457
98,X267603_at,2,42.716,2.00236977225164,0,66.759
100,X267605_at,1,32.799,2.15742355203926,0,101.058
100,X267605_at,2,40.598,4.86405980454266,37.597,46.038
100,X267605_at,4,7.527,3.13483945041759,3.554,30.34
101,X267606_at,2,42.433,35.104520250346,41.168,42.57
102,X267607_s_at,2,42.57,33.1998339230228,42.433,43.457
103,X267608_at,2,46.904,3.96020196624892,40.923,54.92
103,X267608_at,4,28.287,2.57961823533926,19.442,37.129
104,X267609_at,2,42.716,2.5289394170757,35.822,66.759
105,X267610_at,1,16.004,2.63690508818098,9.04,22.564
105,X267610_at,2,42.716,13.9803204978192,41.658,43.457
106,X267611_at,4,64.594,2.02962863214591,25.229,68.5
107,X267612_at,2,41.658,13.640991642817,37.597,42.57
107,X267612_at,3,10.282,2.24533683432912,4.189,74.472
108,X267613_at,2,40.598,2.02147337963061,15.282,69.906
109,X267614_at,3,62.497,2.99654434782406,58.894,73.144
110,X267615_at,4,33.075,2.0819845211495,0.778,61.895
111,X267616_at,2,40.876,8.47968589868994,37.597,44.566
111,X267616_at,4,0,3.37010208923495,0,5.126
112,X267617_at,5,78.36,2.42139608650256,65.519,95.251
113,X267618_at,2,41.168,15.4036561354369,37.597,42.57
114,X267619_at,4,30.833,4.71245733329678,24.704,34.097
114,X267619_at,5,86.614,3.80325714787376,70.458,91.068
117,X267622_at,2,50.112,6.24691182214237,35.822,58.892
118,X267623_at,4,30.833,2.23898908865658,18.506,67.637
118,X267623_at,5,72.435,3.1537661451153,52.291,83.724
119,X267624_at,2,14.39,9.582679689688,13.294,18.762
119,X267624_at,3,1.322,2.7351463404151,0,10.282
119,X267624_at,5,52.291,4.77338035965024,42.18,78.915
120,X267590_at,1,2.888,2.39890362757418,0,102.488
120,X267590_at,4,1.503,2.91545230138165,0,41.412
122,X267592_at,1,92.916,2.71613530307123,83.082,102.488
122,X267592_at,2,56.756,11.2264926521608,56.27,61.988
122,X267592_at,5,66.47,8.43359584735517,65.058,71.912
123,X267562_at,2,46.904,3.01494439377247,21.436,51.863
123,X267562_at,4,30.833,2.8376727617601,25.229,37.129
123,X267562_at,5,72.435,3.75615970594422,70.458,89.457
125,X267564_at,2,47.847,30.7792848591792,46.904,48.567
126,X267565_at,1,85.855,2.25145741306937,64.713,102.488
126,X267565_at,2,14.39,8.02691380358277,13.294,18.762
126,X267565_at,3,73.144,2.72257573889799,0,77.554
126,X267565_at,5,72.037,5.22541589577754,46.007,79.862
128,X267567_at,1,101.943,2.23369774470426,92.916,102.488
128,X267567_at,3,74.655,2.14001061970384,54.53,77.554
128,X267567_at,5,52.291,11.3436958017304,43.61,68.694
130,X267569_at,2,40.598,7.34752775332918,37.597,44.278
131,X267570_at,2,44.566,3.51423894223337,34.337,58.584
133,X267572_at,2,14.39,6.86053477137399,10.576,18.762
134,X267573_at,2,43.457,3.63709880274494,35.822,56.27
135,X267574_at,2,21.436,2.05051711269325,0,26.771
137,X267576_at,1,14.567,3.47545251061707,10.346,20.232
137,X267576_at,2,55.905,2.75971790244442,43.457,70.475
137,X267576_at,3,49.867,2.87164626997217,44.843,54.116
137,X267576_at,5,64.237,3.55933269731775,59.995,70.458
138,X267577_at,2,15.282,5.35866816565749,11.041,42.433
139,X267578_at,2,14.39,5.00483614843289,0,66.759
139,X267578_at,5,52.291,4.40178305790075,33.599,86.614
141,X267580_at,1,8.751,2.82770013700066,0,41.478
141,X267580_at,2,11.995,3.98816483118895,5.517,18.762
142,X267581_at,2,46.74,3.72743682176008,40.923,62.876
143,X267582_at,3,8.622,2.47339116754727,1.322,68.143
144,X267583_at,2,44.566,4.84764169167284,41.168,62.876
146,X267585_s_at,2,32.799,2.49102530040609,8.794,40.598
147,X267586_at,2,41.658,8.40427720096574,37.597,42.57
148,X267587_at,2,61.073,3.19705326467048,51.863,68.792
148,X267587_at,4,31.702,2.11039984815276,8.444,58.794
149,X267588_at,5,70.249,2.02421571895522,27.682,75.819
150,X267589_at,2,65.436,2.17105910862542,50.278,70.475
151,X267530_at,2,44.566,8.73181348194977,37.597,47.847
152,X267531_at,5,27.682,2.07706739265109,5.252,42.18
153,X267532_at,1,59.135,2.51405814225604,31.996,65.77
153,X267532_at,2,61.073,5.25299981088974,58.892,63.408
153,X267532_at,4,62.536,3.00930302627384,8.444,70.864
154,X267533_at,2,61.073,17.3363265726009,58.892,61.988
154,X267533_at,4,5.126,5.33659354458595,1.503,11.475
155,X267534_at,1,19.64,2.56704572665846,12.313,43.251
155,X267534_at,2,11.686,7.02916195130212,8.794,18.762
155,X267534_at,3,77.554,2.00162748727036,0,77.554
156,X267535_at,2,14.39,4.38218030222822,12.265,70.475
157,X267536_at,2,15.282,2.38675018834344,8.794,37.441
158,X267537_at,2,61.073,31.7871077346008,58.892,61.988
158,X267537_at,4,8.444,2.80552734934617,0,23.697
158,X267537_at,5,65.519,2.58249420168794,45.369,73.503
159,X267538_at,1,51.727,2.70307686880412,41.478,60.751
159,X267538_at,2,61.073,7.71910296723255,54.196,63.15
160,X267539_at,2,61.073,5.33799123328658,58.892,65.436
160,X267539_at,5,72.435,2.26804919926928,61.014,87.21
161,X267540_at,3,62.923,2.22598769005921,49.115,77.458
163,X267542_at,4,5.189,2.31155917319375,0,12.297
164,X267543_at,2,50.112,17.3828052165821,48.567,51.863
164,X267543_at,5,86.614,2.15145143840132,70.458,97.506
165,X267544_at,2,40.876,2.00707962142614,0,46.038
167,X267546_at,2,14.39,16.4753484448595,13.294,18.762
167,X267546_at,3,74.655,3.20675780650309,61.764,77.554
167,X267546_at,5,71.454,9.48996546402581,70.249,72.735
169,X267548_at,2,50.278,5.3575863196957,13.294,51.863
169,X267548_at,5,66.47,3.78077865821181,46.007,77.327
170,X267549_at,1,20.232,2.142616354401,0,88.541
170,X267549_at,2,50.112,43.3650461505677,49.108,50.193
170,X267549_at,5,71.454,4.01884998976494,48.908,75.37
171,X267550_at,1,19.64,2.82753817056004,15.25,32.799
171,X267550_at,2,14.39,9.12936439253772,13.294,42.57
171,X267550_at,5,70.458,4.13060745407211,49.737,82.96
173,X267552_at,2,50.278,9.66689266878288,48.567,54.103
174,X267553_s_at,2,15.282,5.74387030459477,8.794,41.658
175,X267554_at,2,50.278,20.4580123288027,46.904,51.863
177,X267556_at,2,50.112,15.2195507937015,48.567,54.103
178,X267557_at,1,23.816,2.3796620218475,7.744,31.996
178,X267557_at,2,12.265,5.25912009043284,8.794,18.762
178,X267557_at,3,53.674,2.3053139684422,39.896,76.282
179,X267558_at,2,15.282,4.21184195452058,8.794,40.876
180,X267559_at,1,19.64,2.71894698976956,10.346,23.816
180,X267559_at,2,14.39,9.45090185161064,11.041,18.762
180,X267559_at,5,77.557,5.12527441168269,74.369,85.091
181,X267560_at,3,66.839,2.19889249246779,58.894,72.401
182,X267561_at,2,41.658,11.1812308512984,31.909,42.57
182,X267561_at,5,66.47,3.03078440967052,43.61,72.435
185,X267529_at,1,65.77,3.02431425873416,63.083,85.51
186,X267498_at,2,40.598,3.6652596028853,35.822,46.038
187,X267499_at,1,3.401,2.56705543614086,0,41.478
187,X267499_at,2,14.39,12.5237483874555,13.294,18.762
187,X267499_at,5,52.291,5.9003373591627,48.908,85.793
188,X267500_s_at,1,19.64,3.50621716489688,3.427,23.918
188,X267500_s_at,2,14.39,14.6073046424079,13.294,15.282
188,X267500_s_at,5,45.369,3.03892098204387,24.675,83.724
190,X267502_at,5,46.007,2.56327066917593,27.682,85.705
191,X267503_at,1,19.64,2.05525692452196,5.036,53.826
191,X267503_at,2,61.073,5.55081203091434,56.756,65.436
192,X267504_at,5,64.237,2.28308901988667,29.107,91.068
193,X267505_at,2,44.566,8.92176218352141,41.168,46.038
193,X267505_at,5,72.037,2.41544700927201,48.908,89.457
194,X267506_at,2,66.759,8.33607401075678,62.876,70.475
195,X267507_at,2,41.658,3.99350453925245,37.441,42.57
196,X267508_at,1,83.082,2.03112730516426,16.956,102.488
196,X267508_at,4,50.599,2.46175429390521,19.442,61.895
196,X267508_at,5,86.614,2.14980563250406,8.553,97.506
197,X267509_at,2,46.593,3.65116109857984,8.794,69.334
197,X267509_at,4,3.554,11.0069578172795,1.503,5.391
197,X267509_at,5,23.498,2.92687655462681,1.112,89.558
198,X267510_at,2,40.598,3.1122784128064,8.099,42.433
199,X267511_at,2,69.906,3.61427789260076,56.27,70.475
200,X267512_at,1,75.748,2.14703735760629,17.298,85.51
200,X267512_at,2,10.576,2.1842505539476,0,42.433
201,X267513_at,2,41.658,4.321845628439,31.909,44.566
202,X267514_at,1,92.251,2.44805489142653,83.082,99.865
202,X267514_at,2,34.337,4.25423777771598,10.91,42.433
202,X267514_at,5,79.862,3.18709943522248,43.61,86.614
203,X267515_at,1,15.56,2.02811117771464,10.346,102.488
203,X267515_at,2,41.658,11.2233376892378,37.597,46.038
204,X267516_at,2,47.847,31.9784191179848,46.904,48.567
205,X267517_at,2,47.847,21.3567686386085,46.745,48.567
205,X267517_at,4,5.126,3.11348191153932,0,14.691
205,X267517_at,5,12.446,2.65668837335421,2.36,25.375
206,X267518_at,2,47.847,7.72878899900812,46.904,49.108
207,X267519_at,2,47.847,43.1926414069243,46.904,48.567
207,X267519_at,4,43.207,2.1366693600776,33.075,57.737
208,X267520_at,2,47.847,26.6265109898092,46.904,48.567
208,X267520_at,5,66.47,2.1201341647428,9.809,87.21
211,X267523_at,1,59.135,2.47315214248624,31.996,102.488
211,X267523_at,4,5.189,3.02427875829603,1.503,67.925
212,X267524_at,1,34.221,2.29148056865248,29.828,102.488
212,X267524_at,4,14.691,3.07468989596427,3.554,19.442
214,X267526_at,2,15.282,6.18054756808334,11.686,18.762
214,X267526_at,5,25.121,2.36990256299129,8.553,79.401
215,X267492_at,2,47.847,12.3545131400342,46.038,49.108
215,X267492_at,3,49.115,2.2765075474346,32.922,66.839
218,X267495_at,5,64.761,3.81128196775052,42.18,83.439
219,X267496_at,2,42.433,11.8128968780642,13.294,46.038
219,X267496_at,5,71.454,7.86209757509675,65.058,85.705
220,X267497_at,2,41.658,4.99104124059514,27.27,46.038
220,X267497_at,5,45.369,2.51382652484797,33.599,69.829
221,X267467_at,2,14.39,14.6476510759921,13.294,18.762
221,X267467_at,4,1.503,2.30465356554654,0,40.771
221,X267467_at,5,61.014,2.51269388347813,9.809,97.796
222,X267468_at,1,17.663,3.20619162344363,7.744,23.816
222,X267468_at,2,14.39,9.0378074386716,13.294,18.762
222,X267468_at,5,77.327,3.6857015332436,66.47,85.299
223,X267469_at,2,41.658,4.81943871095529,37.441,44.278
223,X267469_at,4,16.343,3.85229768383909,3.554,30.34
223,X267469_at,5,64.761,6.22029003844339,63.484,73.503
224,X267470_at,2,14.39,6.16791969420806,8.794,26.771
224,X267470_at,5,66.47,4.79819071415751,49.737,73.503
225,X267471_at,2,37.441,2.2899541446317,2.508,51.863
225,X267471_at,5,72.037,2.23574224717546,48.908,86.614
226,X267472_at,2,40.598,8.84087674522521,31.955,42.57
226,X267472_at,4,30.34,2.26222734713196,24.032,61.895
227,X267473_at,5,32.191,2.74494251080914,17.09,55.526
228,X267474_at,1,8.751,2.74599115600188,0,17.298
228,X267474_at,2,8.099,18.5630459935097,5.517,11.315
228,X267474_at,5,70.458,3.73996786113341,59.438,86.614
229,X267475_at,2,8.099,45.7001935929399,7.31,8.794
231,X267477_at,2,8.099,21.7294843556796,5.517,8.794
231,X267477_at,3,41.577,2.14595538103256,28.024,77.554
234,X267480_at,4,10.415,2.56431179868917,0,19.442
235,X267481_at,1,85.833,2.04800162004009,0,92.698
235,X267481_at,2,8.794,3.23437055899515,0,46.038
236,X267482_s_at,3,27.927,2.24834048551283,4.189,68.143
237,X267483_at,1,85.855,2.35067634265961,70.494,102.488
237,X267483_at,2,42.433,6.07910615392492,13.294,46.038
237,X267483_at,5,71.454,16.4677056200067,70.458,72.435
238,X267484_at,2,8.099,55.698610407052,7.31,8.794
240,X267486_at,5,72.55,3.02592248721199,23.498,79.862
242,X267488_at,2,32.418,4.46281712590978,19.656,35.72
244,X267490_at,2,14.39,19.1056384801054,13.294,18.762
244,X267490_at,5,71.454,9.14564828161588,70.249,75.37
246,X267464_at,1,51.727,2.24373408107847,2.888,78.371
247,X267465_at,4,30.848,4.35382194579172,25.229,35.024
247,X267465_at,5,86.614,4.19670957024819,70.458,91.068
248,X267466_at,1,22.027,2.17233446485308,19.64,43.251
249,X267436_at,1,37.817,2.89955243850824,12.856,49.251
249,X267436_at,2,55.905,3.04832470089927,23.475,66.759
249,X267436_at,5,62.148,4.55799330794195,53.584,78.11
250,X267437_at,1,73.865,2.12669012707196,33.238,81.621
255,X267442_at,1,23.918,2.21206706619675,0.333,81.621
257,X267444_at,2,28.593,21.7221333554352,27.27,31.909
258,X267445_at,2,44.566,2.11977404654585,23.475,56.27
259,X267446_s_at,2,42.716,6.52095716076334,40.598,46.038
259,X267446_s_at,4,31.702,2.15968504650341,18.506,60.902
261,X267448_at,2,0,2.05157045162849,0,48.567
261,X267448_at,3,1.322,3.67817784129245,0,9.466
261,X267448_at,5,52.291,2.39719761750318,32.191,95.251
264,X267451_at,3,1.322,2.83457545996707,0,26.124
265,X267452_at,2,40.923,6.59713241068531,37.597,42.57
268,X267455_at,4,33.075,2.02171516450231,0.778,37.779
269,X267456_at,2,31.955,2.62728122801446,8.794,42.57
269,X267456_at,5,26.071,2.86015472965929,9.809,32.191
272,X267459_at,1,85.833,2.10661838062477,73.865,102.488
272,X267459_at,2,44.566,4.18558613916058,13.294,50.193
272,X267459_at,4,28.287,2.84314922902684,19.442,74.58
272,X267459_at,5,86.614,3.15552500319307,82.96,95.251
273,X267460_at,1,96.792,2.60538659148211,88.633,102.488
273,X267460_at,2,41.658,2.007756180397,12.265,46.904
273,X267460_at,4,74.58,2.27356551554637,54.093,77.075
275,X267462_at,2,15.282,3.66273833684531,8.794,42.57
275,X267462_at,5,82.369,2.12292231904509,14.841,97.796
276,X267463_at,2,7.31,5.47669518980004,2.508,13.275
276,X267463_at,3,74.655,2.07081205351618,59.8,77.554
276,X267463_at,5,65.519,5.27428493647537,59.995,83.724
277,X267435_at,1,22.027,3.26098719108212,12.313,32.799
277,X267435_at,2,14.39,6.33032072367224,8.794,18.762
277,X267435_at,5,77.557,4.22461275054602,70.249,83.724
278,X267404_at,1,99.865,2.24971051805955,0.122,102.488
278,X267404_at,2,54.66,5.08191102477015,48.567,56.27
284,X267410_at,5,70.249,2.16665805308192,48.908,97.796
285,X267411_at,1,96.792,3.10097769442073,88.633,102.488
285,X267411_at,2,11.686,3.2297410442854,2.508,58.584
286,X267412_at,1,17.298,2.79364157141084,12.313,49.251
286,X267412_at,2,14.39,11.4822242755683,13.294,18.762
286,X267412_at,5,70.458,7.62946336459094,66.47,73.503
287,X267413_at,2,15.282,2.80902643165749,8.794,23.475
287,X267413_at,5,85.705,4.13003642201675,33.599,91.068
288,X267414_at,2,51.863,21.9629109855168,50.278,54.103
289,X267415_at,2,42.716,2.51496347067065,0,50.061
290,X267416_at,2,62.876,4.10059332774746,41.168,65.436
292,X267418_at,2,15.282,4.96543704202907,13.294,51.863
292,X267418_at,4,19.442,2.11585814835548,6.857,60.902
292,X267418_at,5,71.912,3.90450190944851,52.291,86.614
293,X267419_at,1,45.044,2.0322474947556,2.888,75.748
294,X267420_at,2,54.103,7.68734109415617,50.278,56.62
294,X267420_at,4,31.702,2.73441055135733,23.697,39.214
295,X267421_at,1,3.401,2.3813988981963,0,23.816
295,X267421_at,2,49.108,2.20600503752713,44.278,66.759
295,X267421_at,5,72.435,3.19557983853603,70.129,85.091
297,X267423_at,1,32.799,2.02400817892643,1.992,88.541
297,X267423_at,2,51.863,39.3537276571922,50.278,54.103
299,X267425_at,2,2.508,2.10224539214128,0,62.876
300,X267426_at,5,95.251,2.49295862057422,87.747,97.796
301,X267427_at,1,22.564,2.20142816724332,16.956,75.748
302,X267428_at,2,54.103,57.8779222403397,50.278,54.196
303,X267429_at,2,13.294,3.99599046432992,10.576,18.762
303,X267429_at,3,0.252,2.85194400642324,0,22.394
303,X267429_at,4,31.702,2.41303653832744,19.442,43.207
303,X267429_at,5,82.369,4.1979506403502,70.458,89.457
304,X267430_at,2,14.39,13.6336727561893,13.294,18.762
304,X267430_at,5,53.584,3.67964074406033,33.599,71.454
305,X267431_at,1,102.488,2.156267780735,92.916,102.488
306,X267432_at,2,15.282,16.8701939769534,13.294,42.433
306,X267432_at,5,49.502,4.92633813257569,43.61,79.862
307,X267433_at,3,60.612,2.08517906491297,48.297,70.322
308,X267434_at,2,47.847,4.00383586072146,42.716,50.061
308,X267434_at,5,71.454,3.17156411176533,64.761,77.327
309,X267400_at,2,42.716,8.12546104165013,40.923,48.567
309,X267400_at,4,28.665,3.07932042698028,19.442,37.129
309,X267400_at,5,71.454,6.41240369278998,65.519,87.747
310,X267401_at,2,41.658,7.08796716178026,35.822,43.457
311,X267402_at,1,102.488,2.57211505281197,73.865,102.488
312,X267403_at,3,63.719,2.53342987046387,33.221,77.554
313,X267372_at,2,14.39,2.85691210062687,8.794,18.762
313,X267372_at,5,72.037,5.05306895772377,33.599,82.96
314,X267373_at,2,10.576,4.10876182053275,0,23.475
315,X267374_at,1,7.744,4.62376703100699,0,11.79
315,X267374_at,2,14.39,2.18384171884169,0.294,46.038
315,X267374_at,5,62.148,4.99075794667302,42.18,72.55
316,X267375_at,2,61.988,4.52952135456803,37.597,66.759
316,X267375_at,5,72.435,4.13948388953546,62.148,77.327
317,X267376_at,2,44.566,3.12104925323537,34.337,51.863
317,X267376_at,4,30.833,2.91554619903018,12.297,60.902
317,X267376_at,5,86.614,2.77913467296034,77.557,97.506
318,X267377_at,2,44.566,5.02113570016063,41.658,54.196
318,X267377_at,5,86.614,2.10282768683554,16.304,95.251
320,X267379_at,2,15.282,9.37906202556574,13.294,18.762
321,X267380_at,1,91.585,2.02866033284202,2.546,96.792
321,X267380_at,2,11.686,5.39230878977927,5.517,18.762
321,X267380_at,4,10.261,2.19882623008294,0,30.34
321,X267380_at,5,71.454,4.46800542118863,65.519,82.369
322,X267381_at,2,14.39,9.72213658934809,13.294,18.762
322,X267381_at,5,71.454,6.29332012715756,66.47,78.11
323,X267382_at,2,14.39,2.07529157198661,0.294,70.475
323,X267382_at,5,72.735,5.84200325188995,68.694,85.091
324,X267383_at,2,61.988,2.04999543656288,4.511,70.475
324,X267383_at,4,30.848,2.41139369416661,25.229,58.642
325,X267384_at,2,63.642,20.41283251803,62.876,66.759
326,X267385_at,1,2.546,2.8647201481269,0,21.006
326,X267385_at,2,63.642,24.868971770106,62.876,65.436
326,X267385_at,5,85.532,5.17093925465913,70.305,89.558
328,X267387_at,2,44.566,5.00988979236516,40.923,46.314
328,X267387_at,4,55.39,2.70160981649017,25.229,61.2
328,X267387_at,5,87.21,2.65296782705145,57.43,89.558
329,X267388_at,2,70.475,2.12841611171288,0,70.475
329,X267388_at,5,79.051,3.34089194617823,73.503,89.457
331,X267390_at,2,41.658,2.40177508520468,15.282,49.108
331,X267390_at,3,36.857,2.17316733366705,27.164,52.895
332,X267391_at,1,0.333,4.39471722333441,0,10.346
332,X267391_at,2,63.408,10.1060442093252,61.073,65.436
332,X267391_at,4,0.778,4.60020061413845,0,6.34
333,X267392_at,2,63.642,7.59566173612519,61.073,69.334
334,X267393_at,1,44.107,2.64990605709564,23.918,51.298
334,X267393_at,2,40.598,3.55989212490197,32.799,44.278
336,X267395_at,2,19.656,2.64185214624511,12.265,49.108
337,X267396_at,2,63.642,51.2492636836863,63.15,65.436
338,X267397_at,3,59.8,3.44072211329574,57.156,75.045
341,X267365_at,2,63.642,4.91758959822006,58.892,68.792
342,X267366_at,2,41.658,3.21854646858596,31.909,70.475
343,X267367_at,2,40.923,2.71879601801358,23.475,70.475
343,X267367_at,5,20.151,2.32904197343957,0,89.457
344,X267368_at,2,63.642,4.38869844493719,58.892,68.792
344,X267368_at,5,20.996,2.5906493569203,13.716,55.526
345,X267369_at,2,14.39,7.4398130014154,8.794,18.762
345,X267369_at,5,52.291,4.05408246316298,46.007,55.526
347,X267371_at,2,41.658,5.85300063712571,37.597,44.278
348,X267341_at,2,63.642,5.67204628192108,44.278,66.759
349,X267342_at,1,44.388,3.51023769478045,41.478,48.514
349,X267342_at,2,41.658,6.04537783705453,37.441,42.57
349,X267342_at,5,52.291,2.83727323708693,42.18,92.925
350,X267343_at,2,14.39,5.74425834607884,11.995,23.475
350,X267343_at,5,52.291,2.16293474703583,5.252,86.614
351,X267344_at,1,2.546,2.06594884227817,0,11.79
351,X267344_at,2,63.642,31.6732804833861,63.15,65.436
351,X267344_at,5,61.014,2.5003205039385,29.107,89.558
352,X267345_at,2,63.642,16.8958953621497,63.408,68.792
353,X267346_at,2,15.282,3.30117639241121,0,42.433
353,X267346_at,3,77.458,2.08463980001319,60.612,77.554
354,X267347_at,2,40.598,12.9411726107107,37.597,42.433
355,X267348_at,5,71.912,3.4563934849812,65.058,74.072
357,X267350_at,4,39.214,2.17913416056817,32.236,70.864
359,X267352_at,2,44.278,2.0228416308194,0,51.863
360,X267353_at,2,58.584,14.0280680393323,56.756,61.073
361,X267354_at,1,92.086,2.1514864304818,0,101.943
