lodindex,lodcolumn,chr,pos,lod,ci_lo,ci_hi
178,X267557_at,2,12.265,2.1207265827297,5.517,18.762
180,X267559_at,5,77.557,2.60636383713051,63.755,82.96
182,X267561_at,2,31.955,5.00486249048985,8.794,61.073
182,X267561_at,5,66.47,2.01899194362893,20.151,72.435
183,X267527_at,4,35.024,2.64349414106591,30.848,39.214
185,X267529_at,5,11.004,2.02297351546709,0,91.068
187,X267499_at,1,31.996,2.66285374584598,1.992,43.251
187,X267499_at,3,43.222,3.43902511163782,36.857,74.472
187,X267499_at,5,77.557,2.6209910053096,5.943,85.299
188,X267500_s_at,2,40.598,2.52612656398937,11.995,50.061
188,X267500_s_at,3,44.843,2.01987706588594,36.857,74.472
188,X267500_s_at,5,25.375,3.14161007271131,15.502,49.699
190,X267502_at,3,22.394,2.9060237457805,16.045,52.334
190,X267502_at,5,82.369,3.00331175857223,20.996,89.457
191,X267503_at,2,10.576,6.7856376506524,8.794,18.762
197,X267509_at,4,5.189,2.25923743581646,0,67.175
201,X267513_at,2,41.658,2.9484889461087,28.593,46.038
203,X267515_at,1,16.004,2.40930080850945,0.733,101.058
211,X267523_at,2,43.457,3.19139732304183,37.441,49.108
212,X267524_at,2,41.658,2.37186718338627,31.955,50.193
215,X267492_at,2,8.099,6.23790473786085,5.517,15.282
215,X267492_at,4,67.175,2.92166874239427,50.599,74.58
218,X267495_at,2,48.567,5.96026494647879,37.597,51.863
219,X267496_at,2,44.278,9.27708928943056,41.658,46.038
219,X267496_at,3,44.843,2.25507380657041,4.189,60.612
219,X267496_at,5,71.912,4.72487445764923,65.058,78.36
220,X267497_at,5,45.369,3.12338647051505,33.599,52.291
221,X267467_at,2,19.031,2.53854258321246,8.794,43.457
221,X267467_at,5,64.649,2.43060714791897,9.809,70.129
223,X267469_at,2,41.658,4.41818196365358,33.146,44.278
223,X267469_at,4,14.691,3.28769105489905,7.527,28.287
224,X267470_at,2,14.39,2.72507651356949,0.294,19.96
225,X267471_at,3,68.999,2.45838715519191,58.894,77.554
226,X267472_at,4,46.139,2.59205506329613,25.229,77.075
228,X267474_at,2,8.099,2.01945557598486,0,70.475
228,X267474_at,3,74.655,4.39247018135471,71.469,77.554
237,X267483_at,2,41.658,2.15449983653454,21.436,51.863
237,X267483_at,3,41.577,2.88550837130474,27.93,61.764
237,X267483_at,5,71.454,6.04639905675327,42.18,75.37
238,X267484_at,1,0,2.01016551316647,0,8.439
239,X267485_at,5,86.614,2.18828432971464,33.599,97.796
240,X267486_at,2,11.041,6.05869819798443,4.511,19.886
244,X267490_at,2,31.955,7.19607460300739,13.294,46.038
244,X267490_at,5,71.912,5.25259028956925,42.18,79.862
246,X267464_at,1,51.727,3.33891585196892,16.546,79.063
248,X267466_at,5,79.183,2.91344929466385,70.458,82.369
249,X267436_at,1,22.027,2.64349538810319,16.956,44.107
249,X267436_at,3,42.529,2.43810285645916,36.857,74.655
249,X267436_at,5,27.682,5.06734579219144,22.381,32.191
250,X267437_at,1,41.478,2.33036022088474,31.996,75.748
253,X267440_at,1,85.855,2.72343424496979,27.495,88.541
265,X267452_at,2,40.598,3.0483819334429,28.593,43.457
268,X267455_at,1,23.057,2.22354300985453,17.663,41.478
272,X267459_at,1,7.744,4.40376643720305,6.228,16.956
275,X267462_at,4,5.572,2.05636099484009,0,19.442
276,X267463_at,1,37.817,2.90655998868783,23.816,44.388
276,X267463_at,3,47.796,2.05767168061612,3.441,52.895
276,X267463_at,5,89.457,2.27607687508532,66.47,95.251
277,X267435_at,2,13.294,2.75430395489696,4.511,21.436
277,X267435_at,3,73.144,4.4958286518425,71.469,74.472
278,X267404_at,4,58.794,2.95119457704899,40.771,67.925
286,X267412_at,2,42.433,5.18139675480104,37.597,44.566
286,X267412_at,3,60.612,4.35157296209429,56.89,62.497
287,X267413_at,2,15.282,3.61631881541873,8.099,19.96
288,X267414_at,5,16.304,2.63377455125479,11.004,22.381
298,X267424_at,5,57.825,2.5090132533792,25.121,75.819
300,X267426_at,2,19.656,2.60206734543131,8.794,37.441
302,X267428_at,2,54.103,2.11566652529165,18.762,68.792
303,X267429_at,3,69.762,2.24918704319812,0,77.554
303,X267429_at,4,31.702,2.66142211819725,23.697,42.306
304,X267430_at,5,64.761,2.24387394754493,26.975,73.503
306,X267432_at,2,41.658,5.11960062387729,21.436,62.876
306,X267432_at,5,49.502,3.10832718203617,42.18,66.365
307,X267433_at,4,41.417,2.2046177086016,0.778,45.868
309,X267400_at,2,14.39,3.03705660405475,7.31,28.417
309,X267400_at,4,28.54,2.15924993253988,17.712,52.563
311,X267402_at,5,27.682,2.15485236231647,18.812,78.36
312,X267403_at,4,23.697,2.09869564789017,16.343,58.642
315,X267374_at,4,61.895,2.1021577781062,19.442,67.175
315,X267374_at,5,33.583,2.28038716437017,26.071,91.068
316,X267375_at,2,14.39,2.76402176817697,4.511,63.408
316,X267375_at,3,75.455,2.19614153513919,36.857,77.554
316,X267375_at,5,25.375,2.11635842379974,17.09,32.191
321,X267380_at,2,11.686,2.00211170694201,0,63.408
326,X267385_at,5,71.454,2.70740956291194,0.544,79.862
329,X267388_at,2,5.517,4.61790948912698,0,15.282
331,X267390_at,3,36.857,2.89588597599637,28.447,64.485
336,X267395_at,3,77.458,3.19129697103961,64.485,77.554
337,X267396_at,4,71.721,2.70347162760601,0,77.075
337,X267396_at,5,58.436,2.56936312019454,45.369,71.454
338,X267397_at,2,19.031,2.39568701688887,11.995,37.441
341,X267365_at,5,26.071,2.38015751652938,17.09,69.829
343,X267367_at,4,30.848,2.9232793798824,23.697,64.914
345,X267369_at,5,49.502,4.15050945268047,46.007,52.291
351,X267344_at,2,61.073,2.82009352985794,51.863,69.334
352,X267345_at,2,63.408,13.7049383296078,61.988,65.436
352,X267345_at,4,30.34,2.84366208289701,12.297,58.642
354,X267347_at,2,40.598,2.76040891960276,28.593,46.038
356,X267349_at,1,67.743,2.14421239444085,6.883,96.792
356,X267349_at,2,13.294,4.43667294494487,8.794,18.762
356,X267349_at,3,60.612,2.17701119277038,12.925,77.554
358,X267351_at,2,5.517,2.24186389440002,0,10.576
361,X267354_at,2,44.566,3.14770455327632,42.716,51.863
361,X267354_at,3,39.896,2.37175398866053,26.782,52.334
361,X267354_at,5,70.458,2.65614906491888,43.61,74.072
364,X267357_at,1,19.64,2.3995867764422,7.744,29.828
364,X267357_at,5,78.36,2.66991760301798,73.503,82.369
365,X267358_at,2,58.584,2.36499140918021,48.567,66.759
366,X267359_at,1,48.514,4.38639569282877,46.623,51.298
368,X267361_at,2,11.995,2.70671428084285,0,46.038
370,X267363_at,2,41.658,5.28395868800327,31.909,46.038
374,X267339_at,2,40.876,2.01873317817691,0.294,44.278
374,X267339_at,3,53.674,3.13318886787204,41.577,57.156
380,X267314_at,3,73.144,2.10392661196168,60.034,77.554
381,X267315_at,2,19.656,3.40178655648174,14.39,42.57
384,X267318_at,1,33.238,2.23400235376602,3.427,60.482
384,X267318_at,2,41.658,3.01095153443422,33.146,46.038
385,X267319_at,2,14.39,3.33843951812172,8.794,19.96
390,X267324_at,2,8.794,3.57200485251017,2.508,26.771
396,X267330_at,2,46.038,4.02652346089972,43.457,48.567
403,X267309_at,2,41.658,2.60208676587838,28.593,46.038
406,X267280_at,1,34.221,2.31774350490377,2.888,56.59
413,X267287_at,2,15.282,2.13673770659344,2.508,47.847
414,X267288_at,1,20.232,3.21620884495102,7.744,23.918
414,X267288_at,2,42.433,7.08493185832505,34.337,46.038
414,X267288_at,3,44.339,2.95962784614734,30.906,52.334
414,X267288_at,5,72.037,4.77221831833658,70.305,73.503
419,X267293_at,4,23.697,3.98336843399425,19.442,32.236
419,X267293_at,5,1.112,2.86968991419118,0,87.747
420,X267294_at,3,60.034,2.64009956921853,49.867,77.554
424,X267298_at,2,19.031,3.76355181848788,8.794,21.436
426,X267300_at,2,42.433,9.03022319100238,40.598,51.863
426,X267300_at,5,71.454,5.9457812038082,70.129,78.915
427,X267301_at,2,40.876,2.004720869729,27.27,48.567
428,X267302_at,2,42.433,2.54320441246662,31.955,46.038
430,X267304_at,5,22.381,2.77400226568163,7.871,65.519
431,X267305_at,2,34.337,2.76439236219959,0,43.457
434,X267308_at,1,20.232,3.16858468802347,17.663,23.816
434,X267308_at,3,65.829,2.95722959992825,44.843,77.554
437,X267276_at,3,53.331,2.04210792320062,46.264,61.764
438,X267277_at,2,41.658,3.60161379415902,13.294,46.038
439,X267246_at,2,44.566,2.39856220007222,37.441,50.193
444,X267251_at,3,61.764,2.23993710138651,1.322,68.544
447,X267254_at,2,42.433,2.7796524136995,35.822,50.193
447,X267254_at,3,75.045,3.32600591351172,4.006,77.458
448,X267255_at,5,89.558,2.79799526536049,18.812,92.925
453,X267260_at,5,74.369,2.03934540995657,43.61,89.558
455,X267262_at,3,47.796,2.61519288142192,44.339,77.458
456,X267263_at,2,11.418,3.76876641838749,8.794,18.762
456,X267263_at,5,33.583,2.90946269699632,20.996,42.18
458,X267265_at,2,37.441,11.6802999854332,34.337,40.598
459,X267266_at,2,11.686,2.91844737234848,5.517,44.278
465,X267272_at,2,34.337,2.07070853650508,23.475,54.196
465,X267272_at,4,16.343,2.68779126814854,0,43.207
466,X267273_at,4,5.572,2.41559291736475,0,14.691
472,X267244_at,5,23.209,2.49013356071477,17.09,28.585
480,X267221_at,3,32.922,2.07685433107216,14.269,73.252
481,X267222_at,5,2.36,2.93961858589083,0,9.809
482,X267223_at,1,19.64,2.78784509084236,1.992,33.238
482,X267223_at,2,63.408,7.31070495635973,33.816,68.792
482,X267223_at,5,27.682,2.75837618817632,9.809,68.694
485,X267226_at,5,77.557,3.08570441957605,65.519,89.558
487,X267228_at,1,77.381,2.33876156138849,51.298,88.541
489,X267230_at,4,31.087,4.19215630200669,19.442,33.29
491,X267232_at,2,15.282,2.09267881581165,5.517,46.314
492,X267233_s_at,1,31.996,2.49611933671633,25.23,43.994
492,X267233_s_at,2,63.15,5.30284476266265,61.073,68.792
494,X267235_at,2,11.686,3.15498161295333,0.294,18.762
495,X267236_at,2,41.658,3.07040819039704,28.593,46.038
496,X267237_s_at,2,21.436,2.48205666423537,8.794,42.57
496,X267237_s_at,3,73.144,2.79199577488317,44.843,77.554
500,X267213_at,2,5.517,2.06451094848888,0,19.96
501,X267214_at,2,40.598,3.25307373183815,5.517,44.566
504,X267185_at,2,42.433,2.47534876720249,31.909,49.108
508,X267189_at,2,42.433,2.03572405327872,27.27,51.863
508,X267189_at,3,47.796,2.89473694016531,30.906,61.764
511,X267192_at,2,66.759,2.68032052851069,26.855,70.475
513,X267194_s_at,4,41.417,2.19845188426594,25.229,60.902
519,X267200_at,1,44.107,2.61128851047001,16.004,61.495
519,X267200_at,2,37.597,2.88467132151026,31.909,46.038
520,X267201_at,1,22.564,2.39469585222025,0,64.713
520,X267201_at,2,42.433,2.76715693880759,32.799,46.038
521,X267202_s_at,2,42.433,2.10356417289639,4.511,46.038
521,X267202_s_at,3,60.612,2.0101970380572,49.867,77.554
522,X267203_at,4,62.536,2.21257111195221,58.794,71.721
525,X267206_at,5,52.291,2.15839726835459,32.191,65.011
527,X267208_at,2,41.658,3.48595450543856,14.39,44.566
528,X267209_at,2,40.598,2.9053735234014,33.146,44.278
532,X267153_at,1,88.633,2.06975159489587,23.918,99.865
537,X267158_at,3,75.045,2.34274505015881,1.322,77.554
544,X267165_at,5,68.694,3.14200444298639,42.18,77.557
545,X267166_at,2,62.876,3.95335362606196,51.863,68.792
549,X267170_at,5,78.11,2.31087730999853,29.107,91.49
550,X267171_at,1,58.595,2.26720198024303,43.471,68.979
552,X267173_at,2,42.433,6.65017192596676,37.597,48.567
552,X267173_at,5,70.458,2.33520664614981,20.996,85.091
554,X267175_s_at,3,68.544,2.73974048876619,44.843,77.554
555,X267176_at,1,77.06,2.56426372933132,69.148,90.358
556,X267177_at,2,40.923,2.04811236795857,19.886,47.847
557,X267178_at,5,85.091,2.32121312835717,33.369,91.49
558,X267179_at,2,41.658,3.61838567978851,37.597,46.038
560,X267181_at,2,15.282,4.2920027384369,8.794,19.96
560,X267181_at,3,74.655,3.22339673261889,47.796,77.554
562,X267148_at,4,33.29,2.34321867324231,12.297,58.642
566,X267121_at,1,83.082,2.56723418583903,68.686,88.541
568,X267123_at,5,74.369,2.9406919519319,33.369,83.439
571,X267126_s_at,3,57.542,2.04801034089627,36.857,77.554
572,X267127_at,2,35.822,3.54354195838493,23.475,46.593
572,X267127_at,5,70.458,2.33811105632885,53.584,91.068
573,X267128_at,2,37.441,6.53119296446233,34.337,40.598
574,X267129_at,4,67.925,2.39113182435735,64.914,77.075
575,X267130_at,5,20.151,2.11790985832513,7.871,89.558
576,X267131_at,3,9.127,2.21446003013488,0,39.896
577,X267132_at,5,20.996,2.23472246492164,13.716,75.194
578,X267133_at,2,69.334,2.81181972030517,43.457,70.475
579,X267134_at,5,22.381,2.28627879922489,15.502,52.291
580,X267135_at,2,37.597,2.67205573026677,32.418,44.566
581,X267136_at,5,23.498,2.23486650648511,13.716,32.191
583,X267138_s_at,3,73.144,2.56803958130056,42.529,77.554
585,X267140_at,2,13.275,2.97714002871195,5.517,31.909
587,X267142_at,2,42.433,7.10690902583515,37.597,46.038
587,X267142_at,5,46.007,2.7491482413661,33.599,64.794
589,X267144_at,2,34.337,2.03384067789913,28.593,63.408
597,X267092_at,2,21.436,3.75347561111721,11.995,42.433
597,X267092_at,3,77.554,4.08870444131245,49.867,77.554
598,X267093_at,3,62.923,2.92214597817694,41.577,76.282
601,X267096_at,2,61.988,3.34907783374089,51.863,65.436
601,X267096_at,4,9.649,5.02291296716334,7.527,11.917
608,X267103_at,2,32.418,2.92625212872308,13.294,47.847
608,X267103_at,5,46.007,2.40859000055063,12.446,69.829
609,X267104_at,4,25.229,2.59818991748552,16.343,35.024
611,X267106_s_at,5,25.375,2.21726985531729,9.809,78.915
613,X267108_at,3,69.374,2.15869623232809,55.904,77.554
613,X267108_at,4,58.642,2.05469237896244,0,77.075
614,X267109_at,1,53.826,2.14575303431805,0,63.083
615,X267110_at,3,73.252,2.05203229344635,48.297,77.554
617,X267112_at,5,26.071,2.88545492303097,15.502,70.458
620,X267115_s_at,5,91.49,2.00159461404394,0.293,97.796
621,X267116_at,1,25.23,2.87245514177515,16.004,68.375
621,X267116_at,3,77.458,2.3581975654866,44.626,77.554
621,X267116_at,5,71.912,2.16816360174184,17.09,85.091
622,X267117_at,1,75.748,2.17316880909114,33.238,85.833
624,X267119_at,3,71.469,2.27289990568102,4.189,77.554
624,X267119_at,4,37.406,2.18520109586624,0.778,48.393
629,X267057_at,3,68.999,2.49395087463134,57.156,77.554
629,X267057_at,5,72.037,2.25170539978122,25.375,97.796
630,X267058_at,5,4.284,2.34942526712248,0,71.912
631,X267059_at,2,26.855,3.60765709661057,11.418,37.597
633,X267061_at,3,49.867,2.59800631191514,42.529,77.458
634,X267062_at,2,41.658,3.79875959089202,31.909,46.038
635,X267063_at,2,15.282,9.08627048604594,12.265,21.436
635,X267063_at,5,95.251,2.03093754692518,43.61,97.796
636,X267064_at,4,23.697,2.76552926812031,19.442,32.236
641,X267069_at,2,0.294,2.5307848452489,0,34.337
641,X267069_at,4,25.229,3.2431875606714,19.442,31.087
643,X267071_at,3,64.485,2.03680269043635,60.612,77.554
645,X267073_at,4,28.665,2.86093646238566,8.444,37.129
645,X267073_at,5,72.435,4.60601841509024,70.305,73.503
647,X267075_at,4,46.139,2.07861586715445,16.343,67.175
650,X267078_at,3,3.441,2.03182492269184,0,65.501
651,X267079_at,4,45.02,2.83792790217922,31.702,52.563
655,X267083_at,2,42.433,2.14830431840065,12.265,49.108
655,X267083_at,4,17.712,2.06150897574219,0,65.136
655,X267083_at,5,23.209,2.84330802691128,0,48.908
656,X267084_at,5,23.498,2.6842998849401,15.502,65.011
657,X267050_at,2,19.031,2.27425296196047,0.294,49.108
658,X267051_at,4,19.442,2.34241536120419,0,24.032
659,X267052_at,2,41.658,4.2033753308656,37.597,46.038
661,X267054_at,1,9.243,2.00611890807432,3.427,15.081
662,X267055_at,1,64.209,2.00478564025433,15.25,75.748
662,X267055_at,3,68.544,2.20364817802291,44.843,77.554
664,X267026_at,2,15.282,6.83379987482253,10.91,18.762
664,X267026_at,3,74.472,2.92582162233664,61.764,77.554
665,X267027_at,3,70.322,2.94450532971109,62.497,77.554
672,X267034_at,1,37.1,2.62118826762675,3.427,46.623
673,X267035_at,2,55.905,2.53429314616529,33.146,61.073
675,X267037_at,5,85.299,2.06516960758952,52.291,91.068
685,X267047_at,1,8.439,2.31102207586258,3.427,88.541
686,X267048_at,2,37.597,3.20046455184508,28.593,44.566
686,X267048_at,4,5.572,2.06970241704476,0,77.075
689,X267023_at,2,37.597,4.13008621776105,14.39,42.57
689,X267023_at,5,66.365,4.31659899708277,62.148,69.829
690,X267024_s_at,3,57.156,2.79172051813489,53.674,60.612
692,X266995_at,2,44.566,2.22290526529245,0,70.475
692,X266995_at,3,77.554,2.18891662759964,14.269,77.554
692,X266995_at,5,77.557,3.82107216623775,65.058,79.401
693,X266996_at,1,22.564,2.3222324318877,6.228,41.478
694,X266997_at,3,10.394,2.2901245610005,0,77.458
697,X267000_at,3,73.144,2.13959263638508,44.339,77.554
697,X267000_at,5,49.502,2.08852525167065,18.812,78.915
698,X267001_at,2,41.658,6.35434659681727,13.294,42.57
699,X267002_s_at,2,40.598,3.62040438828123,10.576,44.278
699,X267002_s_at,3,73.252,2.11812346790895,60.034,77.554
700,X267003_at,4,1.503,2.39296048059903,0,77.075
701,X267004_at,2,41.658,3.85478535497203,37.597,46.038
702,X267005_at,2,42.433,2.12746363849442,28.593,48.567
703,X267006_at,5,8.428,2.18817089038766,0,42.18
706,X267009_at,4,25.229,2.30322315069061,19.442,56.21
707,X267010_at,5,23.209,2.38664086016727,0,32.191
710,X267013_at,1,37.817,2.03792790898352,0,60.482
710,X267013_at,5,79.401,2.59355763433818,68.694,82.369
714,X267017_at,2,42.433,3.16712836695347,31.909,46.038
715,X267018_at,2,41.658,2.2221276873129,28.593,46.038
716,X267019_at,2,31.955,2.99336250053528,15.282,42.433
716,X267019_at,3,64.106,2.18413220338489,27.164,75.045
718,X267021_at,1,102.488,2.38724445533925,12.034,102.488
720,X266988_at,4,31.702,2.39611687175439,5.572,77.075
721,X266989_at,2,40.876,3.14970008619079,37.597,46.904
723,X266991_at,3,16.045,2.82583813190342,1.322,65.501
725,X266993_at,2,41.658,2.83316067485741,28.593,50.061
725,X266993_at,5,71.912,4.91745438936407,65.519,78.36
726,X266962_at,3,60.612,2.51701141473522,0,66.839
726,X266962_at,4,25.229,2.14819170103094,12.297,77.075
727,X266963_at,2,41.168,2.19940699799136,28.593,46.038
731,X266967_at,3,60.034,2.60348490140953,48.819,63.719
731,X266967_at,5,77.557,2.16852114614488,0,97.506
733,X266969_at,2,41.658,2.18048399005988,18.762,68.792
734,X266970_at,5,23.209,2.5170148485372,11.004,82.369
735,X266971_at,5,23.498,2.21118144349888,13.716,28.585
740,X266976_at,2,43.457,2.50428134712223,35.822,62.876
741,X266977_at,2,41.658,8.08059141859025,37.597,43.457
743,X266979_at,1,68.375,2.14234881546698,5.357,75.748
744,X266980_at,5,25.375,2.18938138878252,17.09,32.191
747,X266983_at,2,43.457,3.62333832811817,14.39,48.567
749,X266985_at,3,52.334,2.36175820500805,36.857,74.472
749,X266985_at,5,43.61,2.07806067331568,2.805,79.862
753,X266961_at,2,33.146,2.52286212701699,8.099,42.57
758,X266935_at,2,44.566,3.7553138509048,31.955,47.847
761,X266938_at,2,15.282,3.32460936941927,8.794,41.658
761,X266938_at,3,63.433,2.67115119622763,52.861,77.554
769,X266946_at,2,46.745,2.15670693966038,5.517,58.892
769,X266946_at,5,71.912,2.24851378632357,23.498,92.925
772,X266949_s_at,2,41.658,3.02072619460173,11.041,48.567
773,X266950_at,3,73.252,2.6014703621044,28.024,77.458
775,X266952_at,2,19.031,2.01504401843823,2.508,40.876
779,X266956_at,2,40.598,2.05596492495657,0,46.038
782,X266899_at,2,46.904,3.11709151793728,41.658,50.061
783,X266900_at,3,0.252,2.0815215500652,0,47.796
783,X266900_at,4,28.54,2.02456062656555,0,35.024
784,X266901_at,2,7.31,2.31245651004012,0,18.762
787,X266904_at,3,77.554,2.75381768278854,62.497,77.554
791,X266908_at,2,47.847,4.3318148544175,37.441,54.196
794,X266911_at,5,23.498,2.93577172037867,17.09,69.829
796,X266913_at,5,83.259,2.76183197109209,0,89.457
797,X266914_at,4,77.075,2.07390404178759,28.665,77.075
